edad,tipo_empleo,codigo,nivel_educativo,experiencia,estado_civil,ocupacion,raza,genero,ganancias,perdidas,horas_semanales,pais,salario
25.0,Self-emp-not-inc,266668,High School,9,Never-married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
52.0,Private,347519,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,>50K
24.0,Private,336088,High School,9,Divorced,Exec-managerial,Amer-Indian-Eskimo,Female,0,0,50,United-States,<=50K
36.0,Private,190350,High School,9,Never-married,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
31.0,Private,204052,High School,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
66.0,Private,31362,Post-Secondary Education,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,20,United-States,<=50K
36.78373786407767,Self-emp-not-inc,155981,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,10566,0,50,United-States,<=50K
67.0,Private,195161,Advanced Education,14,Married-civ-spouse,Prof-specialty,White,Male,20051,0,60,United-States,>50K
22.0,Self-emp-inc,269583,Basic Education,4,Married-civ-spouse,Craft-repair,White,Male,2580,0,40,United-States,<=50K
47.0,Private,26994,Post-Secondary Education,10,Divorced,Adm-clerical,White,Female,0,0,35,United-States,<=50K
32.0,Private,116539,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,1887,55,United-States,>50K
55.0,Self-emp-not-inc,189933,Basic Education,4,Married-civ-spouse,Farming-fishing,White,Male,0,0,50,United-States,<=50K
32.0,Private,101283,High School,9,Never-married,Handlers-cleaners,White,Female,0,0,35,United-States,<=50K
48.0,Private,113598,Post-Secondary Education,10,Separated,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
21.0,Private,188793,High School,9,Married-civ-spouse,Sales,Other,Male,0,0,35,United-States,<=50K
33.0,Private,109996,Post-Secondary Education,12,Married-spouse-absent,Prof-specialty,White,Female,0,0,40,United-States,<=50K
27.0,Private,195681,Post-Secondary Education,10,Never-married,Prof-specialty,White,Female,0,0,48,United-States,<=50K
47.0,Private,436770,Post-Secondary Education,11,Never-married,Prof-specialty,White,Female,0,0,40,United-States,<=50K
18.0,Private,84253,Basic Education,7,Never-married,Other-service,White,Female,0,0,24,United-States,<=50K
44.0,Self-emp-inc,383493,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,60,United-States,>50K
23.0,Private,216867,Post-Secondary Education,10,Never-married,Craft-repair,White,Male,0,0,37,Mexico,<=50K
18.0,Private,401051,Basic Education,6,Never-married,Sales,White,Female,0,0,35,United-States,<=50K
56.0,Private,83196,High School,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,<=50K
24.0,Private,325596,Advanced Education,13,Never-married,Adm-clerical,White,Male,0,0,35,United-States,<=50K
43.0,Private,187322,Advanced Education,13,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K
23.0,Private,193949,Advanced Education,13,Never-married,Sales,White,Female,0,0,60,United-States,<=50K
26.0,Private,133373,Post-Secondary Education,10,Never-married,Sales,White,Male,0,0,42,United-States,<=50K
42.0,Private,113324,High School,9,Widowed,Sales,White,Male,0,0,40,United-States,<=50K
23.0,Private,178818,High School,9,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
53.0,Self-emp-not-inc,152810,Basic Education,6,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
51.0,Private,335997,High School,9,Married-civ-spouse,Exec-managerial,White,Male,4386,0,55,United-States,>50K
40.0,Private,436493,High School,9,Never-married,Other-service,White,Male,0,0,25,United-States,<=50K
27.0,Private,704108,Advanced Education,13,Never-married,Prof-specialty,White,Male,0,0,50,United-States,<=50K
24.0,Local-gov,150084,Post-Secondary Education,10,Separated,Protective-serv,White,Male,0,0,60,United-States,<=50K
42.0,Private,341204,High School,9,Divorced,Craft-repair,White,Female,0,0,40,United-States,<=50K
41.0,Private,187336,High School,9,Separated,Adm-clerical,White,Female,0,0,40,United-States,<=50K
23.0,Private,204209,Post-Secondary Education,10,Never-married,Handlers-cleaners,White,Male,0,0,10,United-States,<=50K
42.0,Self-emp-not-inc,206066,Advanced Education,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,65,United-States,<=50K
38.0,Private,63509,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K
63.0,Self-emp-not-inc,391121,Basic Education,4,Married-civ-spouse,Farming-fishing,White,Male,0,0,30,United-States,<=50K
31.0,Private,56026,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
18.0,Self-emp-not-inc,60981,Basic Education,7,Never-married,Other-service,White,Female,0,0,4,United-States,<=50K
21.0,Private,228255,Post-Secondary Education,10,Never-married,Other-service,White,Male,0,0,30,United-States,<=50K
24.0,Private,86745,Advanced Education,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
55.0,Private,234327,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
20.0,Private,59948,Basic Education,5,Never-married,Adm-clerical,Black,Female,114,0,20,United-States,<=50K
31.0,Private,137814,Post-Secondary Education,10,Divorced,Sales,White,Female,0,0,30,United-States,<=50K
23.0,Private,167692,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,20,United-States,<=50K
35.0,Private,245090,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Mexico,<=50K
51.0,Self-emp-not-inc,256963,Post-Secondary Education,10,Married-civ-spouse,Sales,White,Male,0,0,60,United-States,<=50K
19.0,Private,160033,Post-Secondary Education,10,Never-married,Protective-serv,White,Female,0,0,30,United-States,<=50K
38.0,Local-gov,289430,High School,9,Divorced,Protective-serv,White,Male,0,0,56,United-States,<=50K
52.0,Local-gov,305053,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,2051,40,United-States,<=50K
70.0,Self-emp-not-inc,172370,Advanced Education,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,25,United-States,<=50K
53.0,Private,320510,Basic Education,6,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
59.0,Private,171355,Advanced Education,16,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
39.0,Private,65027,Post-Secondary Education,10,Married-civ-spouse,Transport-moving,White,Male,0,0,43,United-States,<=50K
18.0,Private,215190,Basic Education,8,Never-married,Sales,White,Female,0,0,20,United-States,<=50K
41.0,Private,149385,High School,9,Never-married,Adm-clerical,White,Female,0,0,30,United-States,<=50K
19.0,Private,169324,Post-Secondary Education,10,Never-married,Adm-clerical,White,Male,0,0,10,United-States,<=50K
24.0,Private,138938,Post-Secondary Education,10,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
25.0,Private,557082,High School,9,Never-married,Adm-clerical,White,Female,0,0,38,United-States,<=50K
32.0,Private,273287,Post-Secondary Education,10,Never-married,Exec-managerial,Black,Male,0,0,40,Jamaica,<=50K
34.0,Self-emp-not-inc,77209,High School,9,Married-civ-spouse,Sales,White,Male,0,1902,60,United-States,>50K
35.0,Private,317153,High School,9,Never-married,Sales,White,Female,0,0,40,United-States,<=50K
50.0,Private,95469,High School,9,Married-civ-spouse,Adm-clerical,White,Male,7298,0,45,United-States,>50K
18.0,Private,302859,High School,9,Never-married,Sales,White,Male,0,0,20,United-States,<=50K
37.0,Private,333651,High School,9,Never-married,Adm-clerical,White,Male,0,0,42,United-States,<=50K
30.0,Private,177596,Post-Secondary Education,10,Never-married,Other-service,White,Female,0,0,36,United-States,<=50K
40.0,Self-emp-inc,157240,Advanced Education,14,Married-civ-spouse,Exec-managerial,White,Female,15024,0,30,Iran,>50K
22.0,Private,184779,High School,9,Never-married,Prof-specialty,White,Female,0,0,40,United-States,<=50K
50.0,Local-gov,138358,Post-Secondary Education,10,Separated,Other-service,Black,Female,0,0,28,United-States,<=50K
70.0,Private,176285,High School,9,Divorced,Other-service,White,Female,0,0,23,United-States,<=50K
43.0,Private,102180,Advanced Education,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K
36.78373786407767,Self-emp-not-inc,209507,Post-Secondary Education,10,Never-married,Craft-repair,White,Male,0,0,40,United-States,<=50K
30.0,Self-emp-not-inc,229741,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
33.0,Private,324546,Post-Secondary Education,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,39,United-States,<=50K
51.0,Private,337195,Post-Secondary Education,10,Married-civ-spouse,Sales,White,Male,0,1902,50,United-States,>50K
58.0,State-gov,194068,Advanced Education,14,Married-civ-spouse,Prof-specialty,White,Male,0,1977,50,United-States,>50K
22.0,Private,250647,Post-Secondary Education,10,Never-married,Adm-clerical,White,Male,0,0,12,United-States,<=50K
33.0,Private,477106,High School,9,Married-civ-spouse,Transport-moving,Black,Male,0,0,40,United-States,<=50K
27.0,Private,104329,Basic Education,7,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K
35.0,Private,224566,Post-Secondary Education,10,Never-married,Exec-managerial,White,Male,0,0,60,United-States,<=50K
32.0,Private,169841,Post-Secondary Education,10,Divorced,Sales,White,Female,0,0,55,United-States,<=50K
41.0,Private,42563,Advanced Education,13,Married-civ-spouse,Tech-support,White,Female,0,0,25,United-States,>50K
37.0,Private,31368,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
17.0,Private,132755,Basic Education,7,Never-married,Sales,White,Male,0,0,15,United-States,<=50K
50.0,Private,279129,Advanced Education,13,Divorced,Exec-managerial,White,Male,0,0,55,United-States,>50K
31.0,Private,86143,High School,9,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
54.0,State-gov,44172,High School,9,Separated,Exec-managerial,White,Female,0,0,38,United-States,<=50K
23.0,State-gov,93076,High School,9,Never-married,Other-service,Black,Male,0,0,40,United-States,<=50K
40.0,Private,146653,Advanced Education,13,Divorced,Adm-clerical,White,Female,0,0,20,United-States,<=50K
29.0,Private,221366,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,5013,0,40,Germany,<=50K
38.0,Private,189404,High School,9,Married-spouse-absent,Other-service,White,Male,0,0,35,United-States,<=50K
30.0,Private,172304,Post-Secondary Education,11,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,<=50K
20.0,Private,116666,Post-Secondary Education,10,Never-married,Sales,Asian-Pac-Islander,Male,0,0,8,India,<=50K
43.0,Self-emp-not-inc,64112,Post-Secondary Education,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,50,United-States,<=50K
25.0,Private,55718,Post-Secondary Education,10,Never-married,Tech-support,White,Male,0,0,25,United-States,<=50K
39.0,Private,126675,Advanced Education,14,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,>50K
48.0,Private,102112,Post-Secondary Education,12,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,>50K
41.0,Self-emp-not-inc,226505,High School,9,Divorced,Other-service,White,Female,0,0,40,United-States,<=50K
24.0,Private,211527,Advanced Education,13,Never-married,Adm-clerical,White,Male,0,0,30,United-States,<=50K
20.0,Private,175069,Post-Secondary Education,10,Never-married,Adm-clerical,White,Male,0,0,40,Yugoslavia,<=50K
25.0,Private,25249,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
57.0,Private,73411,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K
39.0,Private,207185,Post-Secondary Education,10,Married-civ-spouse,Exec-managerial,White,Female,0,0,35,Puerto-Rico,>50K
66.0,Private,127139,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K
34.0,Private,41809,Post-Secondary Education,10,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
36.0,Private,297449,Advanced Education,13,Divorced,Prof-specialty,White,Male,14084,0,40,United-States,>50K
46.0,Private,141483,High School,9,Married-civ-spouse,Sales,White,Female,0,0,40,United-States,<=50K
42.0,Local-gov,117227,Advanced Education,14,Divorced,Prof-specialty,White,Female,0,0,45,United-States,<=50K
46.0,Private,377401,High School,9,Married-civ-spouse,Transport-moving,White,Male,0,1902,70,Canada,>50K
34.0,Local-gov,167063,High School,9,Never-married,Protective-serv,White,Male,0,0,40,United-States,<=50K
43.0,Private,253759,Post-Secondary Education,10,Married-civ-spouse,Tech-support,Black,Female,0,0,40,United-States,<=50K
42.0,Private,183096,Post-Secondary Education,10,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
31.0,Private,269654,Advanced Education,13,Never-married,Sales,White,Male,0,0,48,United-States,<=50K
70.0,Private,293076,Post-Secondary Education,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,30,United-States,<=50K
32.0,Private,34104,Post-Secondary Education,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K
46.0,Federal-gov,80057,High School,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,Germany,>50K
42.0,Self-emp-inc,369781,Basic Education,4,Divorced,Craft-repair,White,Male,0,0,25,United-States,<=50K
21.0,Private,223811,Post-Secondary Education,11,Never-married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
24.0,Private,163053,Advanced Education,13,Never-married,Sales,White,Female,0,0,40,United-States,<=50K
23.0,Private,189461,High School,9,Never-married,Sales,White,Male,0,0,55,United-States,<=50K
50.0,Local-gov,145166,Advanced Education,14,Married-civ-spouse,Prof-specialty,White,Male,7298,0,40,United-States,>50K
37.0,Private,86310,Post-Secondary Education,10,Divorced,Adm-clerical,White,Female,0,0,45,United-States,<=50K
19.0,Private,263224,Basic Education,7,Never-married,Adm-clerical,White,Female,0,0,30,United-States,<=50K
44.0,Federal-gov,280362,Post-Secondary Education,12,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K
29.0,Private,301031,High School,9,Married-civ-spouse,Transport-moving,Black,Male,0,0,40,United-States,<=50K
30.0,Private,74966,Post-Secondary Education,11,Married-civ-spouse,Adm-clerical,White,Female,0,0,24,United-States,<=50K
36.0,Private,254493,Post-Secondary Education,10,Married-civ-spouse,Sales,White,Male,0,0,44,United-States,<=50K
49.0,Self-emp-not-inc,204241,Advanced Education,13,Never-married,Sales,White,Male,0,0,45,United-States,<=50K
29.0,Private,225024,High School,9,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
45.0,Local-gov,148222,High School,9,Never-married,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
44.24984058155847,State-gov,113868,Advanced Education,16,Married-civ-spouse,Prof-specialty,Black,Male,0,0,20,United-States,>50K
42.0,Private,132633,High School,9,Never-married,Priv-house-serv,White,Female,0,0,40,United-States,<=50K
37.0,Private,44780,Post-Secondary Education,12,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
51.0,Private,86373,Advanced Education,13,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,25,United-States,<=50K
61.0,Local-gov,176753,High School,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,48,United-States,<=50K
33.0,Private,164707,Post-Secondary Education,12,Never-married,Exec-managerial,White,Female,2174,0,55,United-States,<=50K
50.0,Local-gov,370733,High School,9,Married-civ-spouse,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
59.0,Private,216851,High School,9,Never-married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
25.0,Private,137951,High School,9,Never-married,Adm-clerical,White,Female,0,0,30,United-States,<=50K
22.0,Private,185279,High School,9,Never-married,Handlers-cleaners,White,Male,0,0,16,United-States,<=50K
56.0,Private,159724,Post-Secondary Education,10,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,>50K
44.0,Private,103233,Advanced Education,13,Never-married,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
35.0,Private,63509,Post-Secondary Education,11,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,<=50K
57.0,Private,174353,High School,9,Never-married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
47.0,Self-emp-not-inc,168109,High School,9,Married-civ-spouse,Farming-fishing,White,Male,15024,0,50,United-States,>50K
27.0,Private,159724,Advanced Education,13,Never-married,Exec-managerial,White,Female,0,0,40,United-States,<=50K
50.0,Self-emp-not-inc,105010,High School,9,Married-civ-spouse,Farming-fishing,White,Male,0,2051,20,United-States,<=50K
30.0,Private,179112,Advanced Education,13,Never-married,Prof-specialty,Black,Male,0,0,40,United-States,<=50K
46.0,Private,364913,Basic Education,7,Married-civ-spouse,Transport-moving,Black,Male,0,0,40,United-States,<=50K
48.0,Self-emp-inc,155664,Advanced Education,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,>50K
61.0,Private,230568,Advanced Education,13,Divorced,Adm-clerical,White,Male,0,0,40,United-States,>50K
33.0,Private,86492,High School,9,Never-married,Transport-moving,White,Male,0,0,87,United-States,<=50K
40.0,Private,71305,High School,9,Married-civ-spouse,Other-service,Black,Male,0,0,40,United-States,<=50K
58.0,Self-emp-inc,189933,Post-Secondary Education,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,65,United-States,>50K
46.0,Self-emp-inc,191978,Advanced Education,14,Married-civ-spouse,Exec-managerial,White,Male,0,2392,50,United-States,>50K
35.0,Private,38948,Post-Secondary Education,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K
51.0,Self-emp-inc,139127,Post-Secondary Education,10,Divorced,Exec-managerial,White,Female,0,0,50,United-States,<=50K
37.0,Private,301568,Basic Education,8,Never-married,Other-service,White,Female,0,0,40,United-States,<=50K
64.0,Private,149044,Advanced Education,14,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,2057,60,China,<=50K
41.0,Private,197344,High School,9,Never-married,Craft-repair,White,Male,0,0,54,United-States,<=50K
18.0,Private,32244,Basic Education,7,Never-married,Handlers-cleaners,White,Male,594,0,30,United-States,<=50K
44.0,Self-emp-not-inc,315406,Basic Education,7,Married-civ-spouse,Farming-fishing,White,Male,0,0,88,United-States,<=50K
41.0,State-gov,47170,Advanced Education,13,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,0,0,48,United-States,>50K
33.0,State-gov,208785,Post-Secondary Education,10,Separated,Prof-specialty,White,Male,10520,0,40,United-States,>50K
37.0,Private,196338,Basic Education,5,Separated,Priv-house-serv,White,Female,0,0,16,Mexico,<=50K
34.0,Private,269243,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
24.0,Federal-gov,215115,Advanced Education,13,Never-married,Tech-support,White,Female,0,0,40,United-States,<=50K
20.0,Private,117767,Post-Secondary Education,10,Never-married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
38.0,Private,176101,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K
28.0,Private,138283,Post-Secondary Education,11,Never-married,Other-service,White,Female,0,0,40,United-States,<=50K
20.0,Self-emp-not-inc,132320,High School,9,Never-married,Transport-moving,White,Male,0,0,45,United-States,<=50K
22.0,Federal-gov,471452,Advanced Education,13,Never-married,Tech-support,White,Male,0,0,8,United-States,<=50K
55.0,Private,147653,Advanced Education,13,Divorced,Adm-clerical,White,Female,0,0,73,United-States,<=50K
20.0,Private,49179,Post-Secondary Education,10,Never-married,Prof-specialty,White,Male,0,0,35,United-States,<=50K
26.0,Private,174921,Advanced Education,13,Never-married,Prof-specialty,White,Female,0,0,40,United-States,<=50K
20.0,Self-emp-inc,95997,High School,9,Never-married,Farming-fishing,White,Male,0,0,70,United-States,<=50K
40.0,Private,247245,Basic Education,5,Divorced,Other-service,White,Female,0,0,40,United-States,<=50K
33.0,Private,67072,High School,9,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,>50K
54.0,Private,95329,Post-Secondary Education,10,Divorced,Adm-clerical,White,Male,0,0,50,United-States,<=50K
24.0,Private,107882,High School,9,Never-married,Sales,White,Female,0,0,40,United-States,<=50K
25.0,Private,241825,Post-Secondary Education,10,Never-married,Exec-managerial,White,Male,0,0,46,United-States,<=50K
18.0,Private,79443,Basic Education,7,Never-married,Other-service,White,Male,0,0,8,United-States,<=50K
49.0,Self-emp-not-inc,233059,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,60,United-States,<=50K
17.0,Private,226980,Basic Education,8,Never-married,Handlers-cleaners,White,Male,0,0,17,United-States,<=50K
34.0,Self-emp-not-inc,181087,Post-Secondary Education,11,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,<=50K
37.0,Private,305597,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,United-States,>50K
49.0,Federal-gov,311671,Post-Secondary Education,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
44.24984058155847,Private,129879,High School,9,Widowed,Adm-clerical,White,Female,15831,0,40,United-States,>50K
37.0,Private,83375,High School,9,Divorced,Farming-fishing,White,Male,0,0,40,United-States,<=50K
20.0,Private,115824,Basic Education,7,Married-civ-spouse,Handlers-cleaners,White,Male,0,1573,40,United-States,<=50K
40.0,Private,141657,High School,9,Married-civ-spouse,Exec-managerial,White,Female,0,0,35,United-States,>50K
34.0,Private,50276,Advanced Education,13,Never-married,Sales,White,Male,27828,0,40,United-States,>50K
30.0,Private,177216,Advanced Education,15,Married-civ-spouse,Prof-specialty,Black,Male,0,1740,40,Haiti,<=50K
44.0,Private,228057,High School,9,Separated,Adm-clerical,White,Female,0,0,40,Puerto-Rico,<=50K
40.0,Private,222848,Basic Education,6,Married-civ-spouse,Other-service,Black,Female,0,0,32,United-States,<=50K
58.0,Private,121111,High School,9,Married-civ-spouse,Sales,White,Female,0,0,40,Greece,<=50K
44.0,Private,298885,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
42.0,Private,149909,Post-Secondary Education,10,Married-civ-spouse,Sales,White,Male,0,0,25,United-States,>50K
39.0,Private,387430,High School,9,Never-married,Other-service,White,Male,0,0,18,United-States,<=50K
19.0,Private,121972,High School,9,Never-married,Other-service,Black,Male,0,0,40,United-States,<=50K
41.0,Private,280167,Advanced Education,14,Married-civ-spouse,Exec-managerial,White,Male,15024,0,70,United-States,>50K
29.0,State-gov,191355,Advanced Education,14,Never-married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
34.0,Federal-gov,112115,Post-Secondary Education,10,Never-married,Craft-repair,White,Male,0,0,40,United-States,<=50K
38.0,Private,104094,Post-Secondary Education,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,15,United-States,<=50K
27.0,Private,211032,Basic Education,1,Married-civ-spouse,Farming-fishing,White,Male,41310,0,24,Mexico,<=50K
54.0,Private,199307,Post-Secondary Education,10,Divorced,Craft-repair,White,Female,0,0,48,United-States,<=50K
40.0,Private,205175,High School,9,Widowed,Machine-op-inspct,Black,Female,0,0,37,United-States,<=50K
19.0,Private,257750,Post-Secondary Education,10,Never-married,Sales,White,Female,0,0,25,United-States,<=50K
17.0,Private,191260,Basic Education,7,Never-married,Other-service,White,Male,594,0,10,United-States,<=50K
33.0,Private,342730,Post-Secondary Education,10,Married-civ-spouse,Sales,White,Male,0,0,52,United-States,<=50K
36.78373786407767,Private,249983,Basic Education,4,Widowed,Other-service,White,Female,0,0,24,United-States,<=50K
24.0,Self-emp-not-inc,161508,High School,9,Never-married,Craft-repair,White,Male,0,0,50,United-States,<=50K
28.0,Private,338376,Advanced Education,13,Never-married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
55.0,Private,334308,High School,9,Married-civ-spouse,Exec-managerial,White,Female,0,0,30,United-States,>50K
21.0,Private,133471,Post-Secondary Education,10,Never-married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
51.0,Private,129177,High School,9,Divorced,Adm-clerical,White,Female,0,0,38,United-States,<=50K
19.0,Private,178811,High School,9,Never-married,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
42.0,Private,178537,High School,9,Never-married,Other-service,White,Female,0,0,24,United-States,<=50K
60.0,Self-emp-not-inc,235535,High School,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,48,United-States,<=50K
20.0,Private,298155,Post-Secondary Education,10,Never-married,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
51.0,Private,145114,High School,9,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
21.0,Private,194096,Post-Secondary Education,10,Never-married,Other-service,White,Female,0,0,40,United-States,<=50K
37.0,State-gov,191779,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
26.0,Private,159732,High School,9,Never-married,Machine-op-inspct,White,Male,0,0,52,United-States,<=50K
42.0,Federal-gov,170230,Advanced Education,14,Never-married,Exec-managerial,White,Female,14084,0,60,United-States,>50K
40.0,Private,104719,Post-Secondary Education,10,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
55.0,Private,163083,Advanced Education,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K
33.0,Private,403552,High School,9,Never-married,Other-service,Black,Male,0,0,32,United-States,<=50K
62.0,Private,218009,High School,9,Married-civ-spouse,Transport-moving,White,Male,0,1977,60,United-States,>50K
47.0,Private,179313,Basic Education,6,Divorced,Sales,White,Female,0,0,30,United-States,<=50K
26.0,Private,51961,Basic Education,8,Never-married,Sales,Black,Male,0,0,51,United-States,<=50K
59.0,Private,426001,High School,9,Married-spouse-absent,Adm-clerical,White,Female,0,0,20,Puerto-Rico,<=50K
70.0,Local-gov,176493,Post-Secondary Education,10,Widowed,Adm-clerical,White,Female,0,0,17,United-States,<=50K
26.0,Private,124068,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,20,United-States,<=50K
47.0,Private,108510,Basic Education,6,Married-civ-spouse,Sales,White,Male,0,0,65,United-States,<=50K
25.0,Private,181528,Advanced Education,14,Never-married,Exec-managerial,White,Female,0,0,43,United-States,<=50K
52.0,Self-emp-inc,173754,Advanced Education,15,Married-civ-spouse,Prof-specialty,White,Male,15024,0,60,United-States,>50K
46.0,Private,169699,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
67.0,Private,126849,Basic Education,6,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,0,0,20,United-States,<=50K
34.0,Private,204470,Advanced Education,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K
53.0,State-gov,116367,Post-Secondary Education,10,Divorced,Adm-clerical,White,Female,4650,0,40,United-States,<=50K
22.0,Private,117363,Advanced Education,13,Never-married,Adm-clerical,White,Female,0,0,35,United-States,<=50K
39.0,Local-gov,106297,High School,9,Divorced,Adm-clerical,White,Male,0,0,42,United-States,<=50K
54.0,Self-emp-not-inc,108933,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,35,United-States,<=50K
24.0,Private,190143,Advanced Education,13,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K
37.0,Private,246677,High School,9,Separated,Prof-specialty,White,Female,0,0,38,United-States,<=50K
38.0,Private,175360,Basic Education,6,Never-married,Prof-specialty,White,Male,0,2559,90,United-States,>50K
41.0,Local-gov,210259,Advanced Education,14,Never-married,Prof-specialty,Black,Female,0,0,40,United-States,<=50K
36.0,Private,166304,High School,9,Married-civ-spouse,Transport-moving,White,Male,0,0,33,United-States,<=50K
43.0,Private,303051,Post-Secondary Education,11,Married-civ-spouse,Exec-managerial,White,Male,15024,0,40,United-States,>50K
39.0,Private,49308,Advanced Education,13,Divorced,Prof-specialty,White,Male,0,0,40,United-States,<=50K
26.0,Private,192262,Advanced Education,13,Never-married,Sales,White,Male,0,0,45,United-States,<=50K
